SL.,Facility Level,Facility Code,Facility Name,Facility Type,Division Name,District Name
1306,UHC,10000064,"Dhamrai Upazila Health Complex, Dhaka",Upazila Health Complex,Dhaka,Dhaka
1307,UHC,10000069,"Dohar Upazila Health Complex, Dhaka",Upazila Health Complex,Dhaka,Dhaka
1310,UHC,10000074,"Keraniganj Upazila Health Complex, Dhaka",Upazila Health Complex,Dhaka,Dhaka
1311,UHC,10000080,"Nawabganj Upazila Health Complex, Dhaka",Upazila Health Complex,Dhaka,Dhaka
1312,UHC,10000083,"Savar Upazila Health Complex, Dhaka",Upazila Health Complex,Dhaka,Dhaka
1313,UHC,10000085,"Alfadanga Upazila Health Complex, Faridpur",Upazila Health Complex,Dhaka,Faridpur
1314,UHC,10000089,"Bhanga Upazila Health Complex, Faridpur",Upazila Health Complex,Dhaka,Faridpur
1315,UHC,10000095,"Boalmari Upazila Health Complex, Faridpur",Upazila Health Complex,Dhaka,Faridpur
1316,UHC,10000098,"Charbhadrason Upazila Health Complex, Faridpur",Upazila Health Complex,Dhaka,Faridpur
1322,UHC,10000113,"Modhukhali Upazila Health Complex, Faridpur",Upazila Health Complex,Dhaka,Faridpur
1323,UHC,10000120,"Nagarkanda Upazila Health Complex, Faridpur",Upazila Health Complex,Dhaka,Faridpur
1324,UHC,10000128,"Sadarpur Upazila Health Complex, Faridpur",Upazila Health Complex,Dhaka,Faridpur
1325,UHC,10000141,"Kaliakair Upazila Health Complex, Gazipur",Upazila Health Complex,Dhaka,Gazipur
1326,UHC,10000144,"Kaliganj Upazila Health Complex, Gazipur",Upazila Health Complex,Dhaka,Gazipur
1327,UHC,10000146,"Kapasia Upazila Health Complex, Gazipur",Upazila Health Complex,Dhaka,Gazipur
1328,UHC,10000151,"Sreepur Upazila Health Complex, Gazipur",Upazila Health Complex,Dhaka,Gazipur
1331,UHC,10000167,"Kashiani Upazila Health Complex, Gopalganj",Upazila Health Complex,Dhaka,Gopalganj
1332,UHC,10000173,"Kotalipara Upazila Health Complex, Gopalganj",Upazila Health Complex,Dhaka,Gopalganj
1333,UHC,10000181,"Muksudpur Upazila Health Complex, Gopalganj",Upazila Health Complex,Dhaka,Gopalganj
1334,UHC,10000182,"Tungipara Upazila Health Complex, Gopalganj",Upazila Health Complex,Dhaka,Gopalganj
1335,UHC,10000188,"Bakshiganj Upazila Health Complex, Jamalpur",Upazila Health Complex,Mymensingh,Jamalpur
1336,UHC,10000191,"Dewanganj Upazila Health Complex, Jamalpur",Upazila Health Complex,Mymensingh,Jamalpur
1337,UHC,10000196,"Islampur Upazila Health Complex, Jamalpur",Upazila Health Complex,Mymensingh,Jamalpur
1339,UHC,10000212,"Madarganj Upazila Health Complex, Jamalpur",Upazila Health Complex,Mymensingh,Jamalpur
1340,UHC,10000218,"Melandah Upazila Health Complex, Jamalpur",Upazila Health Complex,Mymensingh,Jamalpur
1341,UHC,10000220,"Sarishabari Upazila Health Complex, Jamalpur",Upazila Health Complex,Mymensingh,Jamalpur
1342,UHC,10000223,"Austagram Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1343,UHC,10000227,"Bajitpur Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1344,UHC,10000230,"Bhairab Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1345,UHC,10000232,"Hossainpur Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1346,UHC,10000234,"Itna Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1347,UHC,10000236,"Karimganj Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1348,UHC,10000241,"Katiadi Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1350,UHC,10000246,"Kuliarchar Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1351,UHC,10000249,"Mithamoin Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1352,UHC,10000250,"Nikli Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1353,UHC,10000252,"Pakundia Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1354,UHC,10000253,"Tarail Upazila Health Complex, Kishoreganj",Upazila Health Complex,Dhaka,Kishoreganj
1355,UHC,10000258,"Kalkini Upazila Health Complex, Madaripur",Upazila Health Complex,Dhaka,Madaripur
1357,UHC,10000270,"Rajoir Upazila Health Complex, Madaripur",Upazila Health Complex,Dhaka,Madaripur
1358,UHC,10000274,"Shibchar Upazila Health Complex, Madaripur",Upazila Health Complex,Dhaka,Madaripur
1359,UHC,10000277,"Daulatpur Upazila Health Complex, Manikganj",Upazila Health Complex,Dhaka,Manikganj
1360,UHC,10000281,"Ghior Upazila Health Complex, Manikganj",Upazila Health Complex,Dhaka,Manikganj
1361,UHC,10000288,"Harirampur Upazila Health Complex, Manikganj",Upazila Health Complex,Dhaka,Manikganj
1362,UHC,10000303,"Saturia Upazila Health Complex, Manikganj",Upazila Health Complex,Dhaka,Manikganj
1363,UHC,10000307,"Shibalaya Upazila Health Complex, Manikganj",Upazila Health Complex,Dhaka,Manikganj
1364,UHC,10000312,"Singair Upazila Health Complex, Manikganj",Upazila Health Complex,Dhaka,Manikganj
1365,UHC,10000317,"Gazaria Upazila Health Complex, Munshiganj",Upazila Health Complex,Dhaka,Munshiganj
1366,UHC,10000323,"Lauhajang Upazila Health Complex, Munshiganj",Upazila Health Complex,Dhaka,Munshiganj
1368,UHC,10000333,"Serajdikhan Upazila Health Complex, Munshiganj",Upazila Health Complex,Dhaka,Munshiganj
1369,UHC,10000341,"Sreenagar Upazila Health Complex, Munshiganj",Upazila Health Complex,Dhaka,Munshiganj
1370,UHC,10000347,"Tungibari Upazila Health Complex, Munshiganj",Upazila Health Complex,Dhaka,Munshiganj
1372,UHC,10000352,"Bhaluka Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1373,UHC,10000355,"Dhubaura Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1374,UHC,10000358,"Fulbaria Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1375,UHC,10000362,"Phulpur Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1376,UHC,10000369,"Gofargaon Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1377,UHC,10000373,"Gouripur Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1378,UHC,10000379,"Haluaghat Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1379,UHC,10000383,"Iswarganj Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1380,UHC,10000387,"Muktagacha Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1384,UHC,10000404,"Nandail Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1385,UHC,10000409,"Trisal Upazila Health Complex, Mymensingh",Upazila Health Complex,Mymensingh,Mymensingh
1386,UHC,10000415,"Araihazar Upazila Health Complex, Narayanganj",Upazila Health Complex,Dhaka,Narayanganj
1388,UHC,10000420,"Bandar Upazila Health Complex, Narayanganj",Upazila Health Complex,Dhaka,Narayanganj
1392,UHC,10000430,"Rupganj Upazila Health Complex, Narayanganj",Upazila Health Complex,Dhaka,Narayanganj
1393,UHC,10000435,"Sonargaon Upazila Health Complex, Narayanganj",Upazila Health Complex,Dhaka,Narayanganj
1394,UHC,10000436,"Belabo Upazila Health Complex, Narsingdi",Upazila Health Complex,Dhaka,Narsingdi
1395,UHC,10000443,"Monohardi Upazila Health Complex, Narsingdi",Upazila Health Complex,Dhaka,Narsingdi
1397,UHC,10000456,"Palash Upazila Health Complex, Narsingdi",Upazila Health Complex,Dhaka,Narsingdi
1398,UHC,10000458,"Raipura Upazila Health Complex, Narsingdi",Upazila Health Complex,Dhaka,Narsingdi
1399,UHC,10000461,"Shibpur Upazila Health Complex, Narsingdi",Upazila Health Complex,Dhaka,Narsingdi
1400,UHC,10000466,"Atpara Upazila Health Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1401,UHC,10000468,"Barhatta Upazila Health Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1402,UHC,10000470,"Durgapur Upazila Health Complex, Rajshahi",Upazila Health Complex,Rajshahi,Rajshahi
1403,UHC,10000472,"Kalmakanda Upazila Health Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1404,UHC,10000482,"Kendua Upazila Health Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1405,UHC,10000486,"Khaliajuri Upazila Health Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1406,UHC,10000488,"Madan Upazila Health Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1407,UHC,10000489,"Mohanganj Upazila  Health  Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1408,UHC,10000500,"Purbadhala Upazila Health Complex, Netrakona",Upazila Health Complex,Mymensingh,Netrakona
1409,UHC,10000505,"Baliakandi Upazila Health Complex, Rajbari",Upazila Health Complex,Dhaka,Rajbari
1410,UHC,10000508,"Goalanda Upazila Health Complex, Rajbari",Upazila Health Complex,Dhaka,Rajbari
1411,UHC,10000511,"Kalukhali Upazila Health Complex, Rajbari",Upazila Health Complex,Dhaka,Rajbari
1412,UHC,10000518,"Pangsha Upazila Health Complex, Rajbari",Upazila Health Complex,Dhaka,Rajbari
1413,UHC,10000541,"Bhedarganj Upazila Health Complex, Shariatpur",Upazila Health Complex,Dhaka,Shariatpur
1414,UHC,10000544,"Damudya Upazila Health Complex, Shariatpur",Upazila Health Complex,Dhaka,Shariatpur
1415,UHC,10000546,"Goshairhat Upazila Health Complex, Shariatpur",Upazila Health Complex,Dhaka,Shariatpur
1417,UHC,10000551,"Naria Upazila Health Complex, Shariatpur",Upazila Health Complex,Dhaka,Shariatpur
1418,UHC,10000563,"Zanjira Upazila Health Complex, Shariatpur",Upazila Health Complex,Dhaka,Shariatpur
1419,UHC,10000565,"Jhenaigati Upazila Health Complex, Sherpur",Upazila Health Complex,Mymensingh,Sherpur
1420,UHC,10000567,"Nakhla Upazila Health Complex, Sherpur",Upazila Health Complex,Mymensingh,Sherpur
1421,UHC,10000568,"Nalitabari Upazila Health Complex, Sherpur",Upazila Health Complex,Mymensingh,Sherpur
1422,UHC,10000578,"Sribordi Upazila health Complex, Sherpur",Upazila Health Complex,Mymensingh,Sherpur
1423,UHC,10000581,"Basail Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1424,UHC,10000586,"Bhuapur Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1425,UHC,10000591,"Delduar Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1426,UHC,10000595,"Dhanbari Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1427,UHC,10000601,"Ghatail Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1428,UHC,10000607,"Gopalpur Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1429,UHC,10000613,"Kalihati Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1430,UHC,10000619,"Mirzapur Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1431,UHC,10000629,"Madhupur Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1432,UHC,10000634,"Nagarpur Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1433,UHC,10000640,"Shakhipur Upazila Health Complex, Tangail",Upazila Health Complex,Dhaka,Tangail
1436,UHC,10000652,"Alikadam Upazila Health Complex, Bandarban",Upazila Health Complex,Chattogram,Bandarban
1437,UHC,10000656,"Lama Upazila Health Complex, Bandarban",Upazila Health Complex,Chattogram,Bandarban
1438,UHC,10000658,"Naikhongchari Upazila Health Complex, Bandarban",Upazila Health Complex,Chattogram,Bandarban
1439,UHC,10000659,"Rowangchari Upazila Health Complex, Bandarban",Upazila Health Complex,Chattogram,Bandarban
1440,UHC,10000660,"Ruma Upazila Health Complex, Bandarban",Upazila Health Complex,Chattogram,Bandarban
1441,UHC,10000661,"Thanchi Upazila Health Complex, Bandarban",Upazila Health Complex,Chattogram,Bandarban
1442,UHC,10000663,"Akhaura Upazila Health Complex, Brahmanbaria",Upazila Health Complex,Chattogram,Brahmanbaria
1443,UHC,10000665,"Ashuganj Upazila Health Complex, Brahmanbaria",Upazila Health Complex,Chattogram,Brahmanbaria
1444,UHC,10000667,"Bancharampur Upazila Health Complex, Brahmanbaria",Upazila Health Complex,Chattogram,Brahmanbaria
1447,UHC,10000678,"Kashba Upazila Health Complex, Brahmanbaria",Upazila Health Complex,Chattogram,Brahmanbaria
1448,UHC,10000682,"Nabinagar Upazila Health Complex, Brahmanbaria",Upazila Health Complex,Chattogram,Brahmanbaria
1450,UHC,10000691,"Nasirnagar Upazila Health Complex, Brahmanbaria",Upazila Health Complex,Chattogram,Brahmanbaria
1451,UHC,10000694,"Sarail Upazila Health Complex, Brahmanbaria",Upazila Health Complex,Chattogram,Brahmanbaria
1453,UHC,10000706,"Faridganj Upazila Health Complex, Chandpur",Upazila Health Complex,Chattogram,Chandpur
1454,UHC,10000708,"Haimchar Upazila Health Complex, Chandpur",Upazila Health Complex,Chattogram,Chandpur
1455,UHC,10000709,"Haziganj Upazila Health Complex, Chandpur",Upazila Health Complex,Chattogram,Chandpur
1456,UHC,10000715,"Kachua Upazila Health Complex, Chandpur",Upazila Health Complex,Chattogram,Chandpur
1457,UHC,10000721,"Matlab(daxin) Upazila Health Complex, Chandpur",Upazila Health Complex,Chattogram,Chandpur
1458,UHC,10000725,"Matlab(uttar) Upazila Health Complex, Chandpur",Upazila Health Complex,Chattogram,Chandpur
1459,UHC,10000727,"Saharasthi Upazila Health Complex, Chandpur",Upazila Health Complex,Chattogram,Chandpur
1460,UHC,10000729,"Anwara Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1461,UHC,10000734,"Banshkhali Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1462,UHC,10000740,"Boalkhali Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1463,UHC,10000748,"Chandanaish Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1472,UHC,10000781,"Fatikchari Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1473,UHC,10000786,"Hathazari Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1474,UHC,10000792,"Lohagara Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1475,UHC,10000794,"Mirsharai Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1476,UHC,10000802,"Patiya Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1477,UHC,10000813,"Rangunia Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1478,UHC,10000817,"Raozan Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1480,UHC,10000829,"Sandwip Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1481,UHC,10000835,"Satkania Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1482,UHC,10000838,"Sitakunda Upazila Health Complex, Chattogram",Upazila Health Complex,Chattogram,Chattogram
1483,UHC,10000842,"Barura Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1485,UHC,10000846,"Brahmanpara Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1486,UHC,10000847,"Burichong Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1487,UHC,10000852,"Chaddagram Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1489,UHC,10000857,"Chandina Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1491,UHC,10000862,"Cumilla Sadar Daxin Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1495,UHC,10000875,"Daudkandi Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1498,UHC,10000883,"Debidwar Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1499,UHC,10000887,"Homna Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1501,UHC,10000892,"Laksham Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1502,UHC,10000893,"Meghna Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1503,UHC,10000897,"Monoharganj Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1504,UHC,10000903,"Muradnagar Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1506,UHC,10000914,"Titas Upazila Health Complex, Cumilla",Upazila Health Complex,Chattogram,Cumilla
1507,UHC,10000918,"Chakaria Upazila Health Complex, Coxs Bazar",Upazila Health Complex,Chattogram,Coxs Bazar
1509,UHC,10000924,"Kutubdia Upazila Health Complex, Coxs Bazar",Upazila Health Complex,Chattogram,Coxs Bazar
1510,UHC,10000926,"Moheshkhali Upazila Health Complex, Coxs Bazar",Upazila Health Complex,Chattogram,Coxs Bazar
1512,UHC,10000928,"Pekua Upazila Health Complex, Coxs Bazar",Upazila Health Complex,Chattogram,Coxs Bazar
1513,UHC,10000931,"Ramu Upazila Health Complex, Coxs Bazar",Upazila Health Complex,Chattogram,Coxs Bazar
1515,UHC,10000934,"Teknaf Upazila Health Complex, Coxs Bazar",Upazila Health Complex,Chattogram,Coxs Bazar
1516,UHC,10000939,"Ukhia Upazila Health Complex, Coxs Bazar",Upazila Health Complex,Chattogram,Coxs Bazar
1517,UHC,10000942,"Chhagalnaya Upazila Health Complex, Feni",Upazila Health Complex,Chattogram,Feni
1518,UHC,10000946,"Daganbhuiya Upazila Health Complex, Feni",Upazila Health Complex,Chattogram,Feni
1522,UHC,10000960,"Fulgazi Upazila Health Complex, Feni",Upazila Health Complex,Chattogram,Feni
1523,UHC,10000961,"Parsuram Upazila Health Complex, Feni",Upazila Health Complex,Chattogram,Feni
1524,UHC,10000969,"Sonagazi Upazila Health Complex, Feni",Upazila Health Complex,Chattogram,Feni
1525,UHC,10000973,"Dighinala Upazila Health Complex, Khagrachhari",Upazila Health Complex,Chattogram,Khagrachhari
1526,UHC,10000978,"Lakshmichari Upazila Health Complex, Khagrachhari",Upazila Health Complex,Chattogram,Khagrachhari
1527,UHC,10000979,"Manikchari Upazila Health Complex, Khagrachhari",Upazila Health Complex,Chattogram,Khagrachhari
1528,UHC,10000983,"Matiranga Upazila Health Complex, Khagrachhari",Upazila Health Complex,Chattogram,Khagrachhari
1530,UHC,10000986,"Mohalchari Upazila Health Complex, Khagrachhari",Upazila Health Complex,Chattogram,Khagrachhari
1531,UHC,10000988,"Panchari Upazila Health Complex, Khagrachhari",Upazila Health Complex,Chattogram,Khagrachhari
1532,UHC,10000991,"Ramgarh Upazila Health Complex, Khagrachhari",Upazila Health Complex,Chattogram,Khagrachhari
1533,UHC,10000992,"Kamalnagar Upazila Health Complex, Lakshmipur",Upazila Health Complex,Chattogram,Lakshmipur
1534,UHC,10001003,"Raipur Upazila Health Complex, Lakshmipur",Upazila Health Complex,Chattogram,Lakshmipur
1535,UHC,10001011,"Ramganj Upazila Health Complex, Lakshmipur",Upazila Health Complex,Chattogram,Lakshmipur
1537,UHC,10001019,"Ramgati Upazila Health Complex, Lakshmipur",Upazila Health Complex,Chattogram,Lakshmipur
1539,UHC,10001028,"Begumganj Upazila Health Complex, Noakhali",Upazila Health Complex,Chattogram,Noakhali
1540,UHC,10001031,"Chatkhil Upazila Health Complex, Noakhali",Upazila Health Complex,Chattogram,Noakhali
1541,UHC,10001033,"Companiganj Upazila Health Complex, Noakhali",Upazila Health Complex,Chattogram,Noakhali
1542,UHC,10001037,"Hatiya Upazila Health Complex, Noakhali",Upazila Health Complex,Chattogram,Noakhali
1543,UHC,10001041,"Kabirhat Upazila Health Complex, Noakhali",Upazila Health Complex,Chattogram,Noakhali
1547,UHC,10001056,"Senbag Upazila Health Complex, Noakhali",Upazila Health Complex,Chattogram,Noakhali
1548,UHC,10001061,"Sonaimuri Upazila Health Complex, Noakhali",Upazila Health Complex,Chattogram,Noakhali
1549,UHC,10001064,"Subarnachar Upazila Health Complex, Noakhali",Upazila Health Complex,Chattogram,Noakhali
1550,UHC,10001067,"Baghaichari Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1551,UHC,10001070,"Barkal Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1552,UHC,10001072,"Belaichari Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1553,UHC,10001074,"Juraichari Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1555,UHC,10001076,"Kaptai Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1556,UHC,10001077,"Kawkhali Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1557,UHC,10001080,"Langadu Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1558,UHC,10001083,"Naniarchar Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1559,UHC,10001085,"Rajasthali Upazila Health Complex, Rangamati",Upazila Health Complex,Chattogram,Rangamati
1561,UHC,10001095,"Adamdighi Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1566,UHC,10001115,"Dhunat Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1567,UHC,10001117,"Dhupchachia Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1568,UHC,10001122,"Gabtali Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1569,UHC,10001128,"Kahaloo Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1571,UHC,10001135,"Nandigram Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1572,UHC,10001140,"Sariakandi Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1573,UHC,10001143,"Shajahanpur Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1574,UHC,10001147,"Sherpur Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1576,UHC,10001156,"Shibganj Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1577,UHC,10001159,"Sonatala Upazila Health Complex, Bogura",Upazila Health Complex,Rajshahi,Bogura
1578,UHC,10001163,"Bholahat Upazila Health Complex, Chapai Nawabganj",Upazila Health Complex,Rajshahi,Chapai Nawabganj
1579,UHC,10001167,"Gomastapur Upazila Health Complex, Chapai Nawabganj",Upazila Health Complex,Rajshahi,Chapai Nawabganj
1580,UHC,10001168,"Nachol Upazila Health Complex, Chapai Nawabganj",Upazila Health Complex,Rajshahi,Chapai Nawabganj
1582,UHC,10001189,"Birampur Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1583,UHC,10001193,"Birganj Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1584,UHC,10001200,"Birol Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1585,UHC,10001201,"Bochaganj Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1586,UHC,10001203,"Chirirbandar Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1588,UHC,10001220,"Fulbari Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1589,UHC,10001224,"Ghoraghat Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1590,UHC,10001226,"Hakimpur Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1591,UHC,10001227,"Kaharol Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1592,UHC,10001230,"Khansama Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1593,UHC,10001238,"Parbatipur Upazila Health Complex, Dinajpur",Upazila Health Complex,Rangpur,Dinajpur
1594,UHC,10001244,"Fulchari Upazila Health Complex, Gaibandha",Upazila Health Complex,Rangpur,Gaibandha
1597,UHC,10001265,"Gobindaganj Upazila Health Complex, Gaibandha",Upazila Health Complex,Rangpur,Gaibandha
1598,UHC,10001272,"Palashbari Upazila Health Complex, Gaibandha",Upazila Health Complex,Rangpur,Gaibandha
1599,UHC,10001279,"Sadullapur Upazila Health Complex, Gaibandha",Upazila Health Complex,Rangpur,Gaibandha
1600,UHC,10001280,"Shaghatta Upazila Health Complex, Gaibandha",Upazila Health Complex,Rangpur,Gaibandha
1601,UHC,10001286,"Sundarganj Upazila Health Complex, Gaibandha",Upazila Health Complex,Rangpur,Gaibandha
1602,UHC,10001289,"Akkelpur Upazila Health Complex, Joypurhat",Upazila Health Complex,Rajshahi,Joypurhat
1603,UHC,10001301,"Kalai Upazila Health Complex, Joypurhat",Upazila Health Complex,Rajshahi,Joypurhat
1604,UHC,10001303,"Khetlal Upazila Health Complex, Joypurhat",Upazila Health Complex,Rajshahi,Joypurhat
1605,UHC,10001305,"Panchbibi Upazila Health Complex, Joypurhat",Upazila Health Complex,Rajshahi,Joypurhat
1606,UHC,10001308,"Bhurungamari Upazila Health Complex, Kurigram",Upazila Health Complex,Rangpur,Kurigram
1607,UHC,10001313,"Chilmari Upazila Health Complex, Kurigram",Upazila Health Complex,Rangpur,Kurigram
1609,UHC,10001322,"Nageswari Upazila Health Complex, Kurigram",Upazila Health Complex,Rangpur,Kurigram
1611,UHC,10001327,"Rajarhat Upazila Health Complex, Kurigram",Upazila Health Complex,Rangpur,Kurigram
1612,UHC,10001330,"Rajibpur Upazila Health Complex, Kurigram",Upazila Health Complex,Rangpur,Kurigram
1613,UHC,10001333,"Rowmari Upazila Health Complex, Kurigram",Upazila Health Complex,Rangpur,Kurigram
1614,UHC,10001338,"Ulipur Upazila Health Complex, Kurigram",Upazila Health Complex,Rangpur,Kurigram
1615,UHC,10001339,"Aditmari Upazila Health Complex, Lalmonirhat",Upazila Health Complex,Rangpur,Lalmonirhat
1616,UHC,10001342,"Hatibandha Upazila Health Complex, Lalmonirhat",Upazila Health Complex,Rangpur,Lalmonirhat
1618,UHC,10001355,"Patgram Upazila Health Complex, Lalmonirhat",Upazila Health Complex,Rangpur,Lalmonirhat
1619,UHC,10001363,"Atrai Upazila Health Complex, Naogaon",Upazila Health Complex,Rajshahi,Naogaon
1620,UHC,10001370,"Badalgachi Upazila Health Complex, Naogaon",Upazila Health Complex,Rajshahi,Naogaon
1621,UHC,10001374,"Dhamoirhat Upazila Health Complex, Naogaon",Upazila Health Complex,Rajshahi,Naogaon
1622,UHC,10001382,"Manda Upazila Health Complex, Naogaon",Upazila Health Complex,Rajshahi,Naogaon
1623,UHC,10001388,"Mohadevpur Upazila Health Complex, Naogaon",Upazila Health Complex,Rajshahi,Naogaon
1624,UHC,10001395,"Niamatpur Upazila Health Complex, Naogaon",Upazila Health Complex,Rajshahi,Naogaon
1625,UHC,10001402,"Patnitala Upazila Health Complex, Naogaon",Upazila Health Complex,Rajshahi,Naogaon
1626,UHC,10001405,"Porsha Upazila Health Complex, Naogaon",Upazila Health Complex,Rajshahi,Naogaon
